site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,country,state_province_island,city_town,region,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,year,date,depth (m),substrate_code,segment_code,total,substrate_recorded_by,errors,what_errors
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC,S1,33,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC,S2,27,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC,S3,23,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC,S4,24,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/B,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/B,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/B,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/B,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/D,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/D,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/D,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,HC/D,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SC,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SC,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SC,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SC,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RKC,S1,4,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RKC,S2,6,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RKC,S3,4,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RKC,S4,1,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,NIA,S1,3,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,NIA,S2,5,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,NIA,S3,13,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,NIA,S4,15,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SP,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SP,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SP,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SP,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RC,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RC,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RC,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RC,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RB,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RB,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RB,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,RB,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SD,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SD,S2,2,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SD,S3,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SD,S4,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SI,S1,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SI,S2,0,"",false,""
007eefec-06ec-4592-bb56-378734ecaabc,014937be-4df5-4432-b381-8d29a61835a7,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,2008,16-March-08,10.5,SI,S3,0,"",false,""
